,Country Name,Country codes,Mortality,Total_Cases,New_Cases,Total_Deaths,New_Deaths,Total_Cases_Per_Million,New_Cases_Per_Million,Total_Deaths_Per_Million,New_Deaths_Per_Million,New_Deaths_Smoothed_Per_Million,Total_Tests,New_Tests,Total_Tests_Per_Thousand,New_Tests_Per_Thousand,Tests_Per_Case,Positive_rate,Age(0-14),Age(14-64),Age(65+),Age(80 +),Basic water facility,Saf. managed water,Basic sanity,Safely Managed Sanity),"mortality(cancer,cvd)",Deaths by non-communicable dis % ,life exp(2018),Current Health Expenditure(%),Current Health Expenditure per capita(usa),Current Health Expenditure per capita(international),Physicians/1000 people,Nurses and midwives/1000 people,Diabetes Prevalence %,Mortality rates female/1000 female adults,Mortality rates male/1000 male adults,DGovtGHE (% of current health expenditure),DGGHE(% of GDP),DGGHE (% of general government expenditure),DGGHE per capita(current US $),"DGGHE per capita, PPP (current international $)",DPvtHE (% of current health expenditure),DPvtHE per capita (current US$),"DPvtHE per capita, PPP  (current international $)",OPE(% of current health expenditure),OPE per capita (current US$),"OPE per capita, PPP (current international $)",total % labor unemp,Hospital_Beds_Per_Thousand,Cardiovasc_Death_Rate,Diabetes_Prevalence,Female_smokers,Male_smokers,Human_Dev_index
48,Kenya,KEN,0.01783591,77372.0,968.0,1380.0,14.0,1439.0,18.0,25.66,0.26,0.3,640225.0,7556.0,11.905999999999999,0.08800000000000001,9.155,0.109,39.19337426,58.38279903,2.421483162,0.271600121,58.91633339,81.44728375,29.05111506,74.17553068,13.4,27.1,66.342,6.185863167000001,78.82283783,158.1556549,2.450374213,1.0587,3.1,194.507,264.72,42.74,2.05,7.98,32.74,67.59,39.39,30.18,62.29,24.04,18.42,38.03,2.502000093,1.4,218.637,2.92,1.2,20.4,0.59
49,Kuwait,KWT,0.006183241,140056.0,322.0,866.0,3.0,32796.0,75.4,202.78,0.7,0.94,857707.0,8045.0,200.842,1.6130000000000002,9.163,0.109,21.56983829,75.66632272,2.750232238,0.24157340600000002,100.0,100.0,100.0,100.0,17.4,72.4,75.398,7.970083836000001,653.9263971,3796.7148439999996,2.450374213,7.3489,12.2,41.12,69.179,87.39,4.62,8.92,1336.18,3317.75,12.62,192.9,478.97,12.62,192.9,478.97,1.2159999609999999,2.0,132.235,15.84,2.7,37,0.803
50,Latvia,LVA,0.011661585,13120.0,376.0,153.0,0.0,6956.0,199.34,81.12,0.0,2.27,408179.0,5510.0,216.403,2.271,35.074,0.028999999999999998,16.30775621,63.35573279,19.91360162,5.544682535,98.62618237,95.19085834,92.14826586,85.82376143,21.9,91.8,74.78292683,7.8288040379999995,1225.437532,1682.344238,3.1905,4.7517,5.0,113.9662371,175.51792930000002,57.14,3.4,9.0,531.63,961.34,42.68,397.1,718.08,41.99,390.63,706.38,7.103000164,5.57,350.06,4.91,25.6,51,0.847
51,Lebanon,LBN,0.0077269140000000005,116476.0,1193.0,900.0,6.0,17065.0,174.79,131.86,0.88,1.74,7273142.789,60416.1868,172.33215769999998,2.24534408,146.2468133,0.831774082,25.57221984,67.15448853,7.277871379,1.524881999,92.6,47.7,98.47663917,21.76206173,17.9,90.6,78.875,8.155337721,56.59902954,1185.327148,2.0255,1.6418,11.2,53.338,76.205,50.02,4.1,13.5,359.88,592.92,49.01,352.6,580.92,33.22,238.99,393.75,5.131000042,2.9,266.591,12.71,26.9,40.7,0.757
52,Libya,LBY,0.013993292,77823.0,1015.0,1089.0,21.0,11326.0,147.72,158.49,3.06,1.5,197575.0,3461.0,28.754,0.534,5.67,0.17600000000000002,28.06827699,67.47348414,4.462884202,0.7614556170000001,98.52894737,81.44728375,100.0,26.11147741,20.1,71.9,72.72399999999999,4.545886815,460.0688171,2007.37163,2.0905,6.5305,10.2,99.334,179.56599999999997,56.88570093,4.029622642,11.7940566,1043.0388679999999,1357.187019,39.76188679,479.94953269999996,653.9837143,31.26849057,303.4856075,443.20048080000004,15.51799965,3.7,341.86199999999997,10.43,11.88105263,32.77777778,0.706
53,Lithuania,LTU,0.008204560999999999,47047.0,2307.0,386.0,12.0,17282.0,847.45,141.79,4.41,5.72,935997.0,10239.0,343.827,3.075,30.791999999999998,0.032,15.13545128,64.70613601,19.77838568,6.00669245,97.5420681,92.04286501,93.35363515,91.31054756,20.7,89.8,75.68048780000001,5.481074378,5782.628418,2132.6091309999997,4.8257,7.9795,3.8,113.9662371,175.51792930000002,65.46,4.23,12.77,705.75,1395.96,34.39,370.8,733.44,32.27,347.97,688.27,6.462999821,6.56,342.98900000000003,3.67,21.3,38,0.858
54,Luxembourg,LUX,0.008637458,30333.0,571.0,262.0,2.0,48457.0,912.18,418.55,3.2,9.13,972457.0,12177.0,1553.505,11.975999999999999,37.458,0.027000000000000003,15.70723484,70.01781628,14.28977579,4.00556311,99.88960319,99.72467622,97.60054021,96.63666919,10.0,88.4,82.29512195,5.955661833,930.3523560000001,5956.483886999999,3.009,12.1744,5.0,113.9662371,175.51792930000002,84.86,4.65,10.8,4906.94,5054.46,13.79,797.47,821.45,10.69,618.14,636.72,4.737999916000001,4.51,128.275,4.42,20.9,26,0.904
55,Madagascar,MDG,0.014474367,17341.0,31.0,251.0,1.0,626.0,1.12,9.06,0.04,0.01,85407.0,60416.1868,3.0839999999999996,0.057999999999999996,111.86,0.009000000000000001,40.36683998,56.58909589,3.043480447,0.419089094,54.40398164,81.44728375,10.506760400000001,74.17553068,22.9,43.2,66.681,9.029976279,1006.9387820000001,85.48757935,2.450374213,8.973589257,4.5,181.739,232.545,46.88,2.58,15.02,11.57,40.08,30.12,7.43,25.75,24.69,6.09,21.1,1.7039999959999999,0.2,405.994,3.94,11.88105263,32.77777778,0.519
56,Malawi,MWI,0.030817924,6003.0,0.0,185.0,0.0,314.0,0.0,9.67,0.0,0.0,58498.0,273.0,3.0580000000000003,0.013000000000000001,52.706,0.019,43.46868847,53.88928735,2.635205745,0.308752404,68.83187676,81.44728375,26.22614825,74.17553068,16.4,31.7,63.798,3.859398142,384.06607060000005,114.8190002,2.450374213,8.973589257,4.5,212.388,325.106,30.65,2.96,9.78,9.89,35.19,16.92,5.46,19.43,10.59,3.42,12.16,4.749000072,1.3,227.34900000000002,3.94,4.4,24.7,0.477
57,Malaysia,MYS,0.006115929,54775.0,1096.0,335.0,3.0,1692.0,33.86,10.35,0.09,0.12,1940261.0,18826.0,59.948,0.677,28.706,0.035,23.69497915,69.38424954,6.931226879,1.119653325,96.69593891,93.32927846,99.57203616,88.63391199,17.2,73.6,75.997,16.55475896,9691.089339,1138.964111,2.450374213,3.4676,16.7,84.296,160.38299999999998,50.59,1.95,8.93,194.29,576.19,48.12,189.69,562.52,37.95,145.74,432.2,3.1380000110000004,1.9,260.942,16.74,1.0,42.4,0.802
58,Maldives,MDV,0.0036484770000000002,12608.0,30.0,46.0,1.0,23325.0,55.5,85.1,1.85,0.79,183678.0,1801.0,339.80300000000005,2.705,36.813,0.027000000000000003,19.90967185,76.44932791,3.860491262,0.8512808829999999,99.25620099,81.44728375,99.37299807,74.17553068,13.4,84.4,78.627,5.685185774,458.9608568,1506.938477,3.7228,6.4927,9.2,42.148999999999994,67.456,71.46,6.45,21.78,719.52,1076.79,28.46,286.62,428.94,20.65,207.9,311.14,6.406000137,3.2853125,164.905,9.19,2.1,55,0.717
59,Malta,MLT,0.012149533,8560.0,0.0,104.0,0.0,19387.0,0.0,235.54,0.0,2.91,251746.0,2116.0,570.156,5.218,81.455,0.012,14.32879475,64.8540325,20.82276253,4.7230391030000005,100.0000022,100.0000022,99.95599411,92.98406352,10.8,90.5,82.44878049,4.65907231,58.04395676,3943.095947,2.450374213,8.973589257,8.3,35.056,63.699,63.07,5.89,16.48,1630.67,2486.84,36.93,954.9,1456.26,34.75,898.58,1370.38,3.196000099,4.485,168.71099999999998,8.83,20.9,30.2,0.878
60,Mauritania,MRT,0.020874506,8096.0,0.0,169.0,0.0,1741.0,0.0,36.35,0.0,0.12,7273142.789,83.0,172.33215769999998,2.24534408,146.2468133,0.831774082,39.88891432,56.95484186,3.1582550289999998,0.41325770700000003,70.69618765,81.44728375,48.43548977,74.17553068,18.1,37.2,64.704,5.718720704,599.6997681,170.149353,0.1847,1.0673,7.1,176.149,218.359,38.8,1.71,6.07,18.94,66.02,54.22,26.47,92.26,49.55,24.19,84.3,8.427000046,3.2853125,232.347,2.42,11.88105263,32.77777778,0.52
61,Morocco,MAR,0.01637577,320962.0,0.0,5256.0,0.0,8696.0,0.0,142.4,0.0,1.85,3107430.0,22902.0,84.18799999999999,0.623,7.297999999999999,0.13699999999999998,26.96951716,65.73002807,7.297241146,1.189109136,86.77851266,70.26643983,88.50364407,38.75015085,12.4,79.6,76.453,1.772702299,2932.421875,438.09127810000007,0.7308,1.3887,7.0,62.159,72.327,42.91,2.25,7.49,69.08,187.96,56.87,91.57,249.16,53.94,86.84,236.29,8.489999771,1.1,419.14599999999996,7.14,0.8,47.9,0.667
62,Mozambique,MOZ,0.008246326,15037.0,56.0,124.0,1.0,481.0,1.79,3.97,0.03,0.05,169947.0,976.0,5.437,0.042,9.899,0.10099999999999999,44.36800049,52.75355334,2.860397635,0.34351869,55.69397562,81.44728375,29.36029465,74.17553068,18.4,26.9,60.163000000000004,4.403151572,48.81713104,61.77705765,0.0761,0.6842,3.3,268.188,389.52099999999996,29.86,1.48,4.66,6.29,18.45,8.96,1.89,5.54,7.4,1.56,4.57,3.04399991,0.7,329.94199999999995,3.3,5.1,32.77777778,0.437
63,Myanmar,MMR,0.021944325,79246.0,1398.0,1739.0,17.0,1456.0,25.69,31.96,0.31,0.43,317765.0,60416.1868,5.84,0.133,6.6339999999999995,0.151,25.91440126,68.07389414,5.977617382,0.775095201,81.77404853,81.44728375,64.33268404,74.17553068,24.2,67.8,66.867,6.684571057,262.1530717,287.64074710000006,0.8638,1.0054,3.9,149.971,247.696,14.81,0.69,3.49,8.59,42.59,76.23,44.25,219.27,76.23,44.25,219.27,1.337000012,0.9,202.104,4.61,6.3,47.1,0.578
64,Namibia,NAM,0.010457988,13865.0,54.0,145.0,0.0,5457.0,21.25,57.07,0.0,0.39,118462.0,703.0,46.622,0.33799999999999997,16.384,0.061,36.90591013,59.48603545,3.5821920780000003,0.583779431,82.54109887,81.44728375,34.50373693,74.17553068,21.3,40.9,63.373000000000005,7.8288040379999995,1225.437532,895.3595581000001,0.5914,2.0199,4.5,248.938,349.31699999999995,46.14,3.95,10.65,206.39,413.15,49.85,222.95,446.3,7.73,34.59,69.25,20.41699982,3.2853125,243.81099999999998,3.94,9.7,29.1,0.647
65,Nepal,NPL,0.005996151,220308.0,1669.0,1321.0,16.0,7561.0,57.28,45.34,0.55,0.49,7273142.789,60416.1868,172.33215769999998,2.24534408,146.2468133,0.831774082,29.5703756,64.64705679,5.781662227999999,0.756839527,88.81224952,27.24335289,62.05359545,74.17553068,21.8,66.2,70.47800000000001,11.01751551,1106.750977,150.0734253,0.9101,2.8479,7.2,129.611,167.31599999999997,22.34,1.24,4.51,10.7,33.53,62.4,29.9,93.64,57.8,27.69,86.74,1.7139999869999998,0.3,260.797,7.26,9.5,34.2,0.574
66,Netherlands,NLD,0.018342767,484060.0,5382.0,8879.0,21.0,28250.0,314.1,518.18,1.23,3.37,3104195.0,60416.1868,181.162,1.633,3.787,0.264,15.88349624,64.51118404,19.59992285,4.790208697,99.99999928,99.9510128,97.71361006,97.47326416,11.2,89.6,81.81219512,10.44634208,7936.375,5513.100098,3.6054,11.1839,5.4,113.9662371,175.51792930000002,64.4,6.5,15.3,3162.87,3550.32,35.58,1747.32,1961.37,11.09,544.53,611.23,2.8299999239999996,3.32,109.361,5.29,24.4,37.8,0.931
67,New Zealand,NZL,0.014934289,1674.0,2.0,25.0,0.0,347.0,0.42,5.18,0.0,0.0,1054047.0,6053.0,218.581,0.951,845.158,0.001,19.56660408,64.43943975,15.98009486,3.793347012,100.0,100.0,100.0,88.67926037,10.1,89.5,81.85853659,12.50827523,4675.683247,3767.513428,3.4728,12.3207,6.2,113.9662371,175.51792930000002,75.46,6.92,19.29,2970.86,2842.8,24.54,966.28,924.63,13.58,534.56,511.52,3.664000034,2.61,128.797,8.08,14.8,32.77777778,0.917
68,Nigeria,NGA,0.017579802,66383.0,155.0,1167.0,1.0,322.0,0.75,5.66,0.01,0.0,595283.0,4648.0,2.888,0.021,31.123,0.032,43.687530200000005,53.56938646,2.7455483469999997,0.216034143,71.3766307,20.13256048,39.1717541,26.65462071,22.5,29.0,54.332,8.645465225,192.08338930000002,221.0950012,2.450374213,8.973589257,3.1,324.961,364.32099999999997,14.18,0.53,4.6,10.48,31.36,77.91,57.59,172.25,77.22,57.09,170.74,7.34499979,3.2853125,181.013,2.42,0.6,17.2,0.532
69,Norway,NOR,0.009733444,31438.0,0.0,306.0,0.0,5799.0,0.0,56.45,0.0,0.32,7273142.789,60416.1868,172.33215769999998,2.24534408,146.2468133,0.831774082,17.41297454,65.31435954,17.28729838,4.21591186,100.0000046,98.34297535,98.05439150000001,76.31749323,9.2,87.0,82.75853659,5.553295091,47.91536331,6518.873047,2.8342,18.1559,5.3,38.861,62.494,85.47,8.93,17.88,6783.46,5571.88,14.53,1152.91,946.99,14.18,1125.16,924.2,3.4210000039999997,3.6,114.316,5.31,19.6,10.8,0.953
70,Oman,OMN,0.01130397,122081.0,721.0,1380.0,15.0,23906.0,141.19,270.24,2.94,1.18,7273142.789,2682.0,172.33215769999998,2.24534408,146.2468133,0.831774082,22.41839475,75.13301545,2.7595478310000003,0.469956176,91.93807842,90.27503841,99.99999868,74.17553068,17.8,71.9,77.633,4.560893793,639.8970204,1590.8432619999999,1.9572,4.2731,10.1,63.183,101.38799999999999,87.74,3.38,7.57,515.62,1395.85,12.26,72.03,194.99,6.69,39.33,106.47,1.111999989,1.6,266.342,12.61,0.5,10.8,0.821
71,Pakistan,PAK,0.020417638000000002,376929.0,2756.0,7696.0,34.0,1706.0,12.48,34.84,0.15,0.35,4204320.0,27050.0,19.033,0.126,44.901,0.022000000000000002,35.05437791,60.62321438,4.323791276000001,0.652333924,91.46545073,35.31434653,59.86949503,74.17553068,24.7,57.8,67.11399999999999,7.319491357,1112.3032230000001,160.5584564,1.0005,0.5986,19.9,137.509,172.896,31.59,0.92,4.3,14.08,50.71,66.67,29.73,107.05,60.24,26.86,96.72,4.221000195,0.6,423.031,8.35,2.8,20.7,0.562
72,Panama,PAN,0.019104165,154783.0,1206.0,2957.0,11.0,35873.0,279.51,685.32,2.55,2.78,596468.0,8514.0,138.239,1.306,8.88,0.113,26.77912011,64.90704329,8.314769535,1.975952526,96.38241895,81.44728375,83.31545897,74.17553068,13.0,74.6,78.329,4.995150492,332.57092289999997,1794.8096920000003,2.450374213,3.0866,7.7,76.653,148.159,59.92,4.39,20.08,666.48,1075.42,39.62,440.64,711.02,33.27,370.06,597.13,3.0460000039999997,2.3,128.346,8.33,2.4,15.6,0.789
73,Paraguay,PRY,0.021666928,76476.0,619.0,1657.0,5.0,10722.0,86.79,232.32,0.7,1.4,333885.0,3031.0,46.812,0.397,3.8819999999999997,0.258,29.17933588,64.19983942,6.627351301,1.243671279,99.61019773,63.89456928,89.78369143,58.46916165,17.5,74.4,74.131,7.8288040379999995,1225.437532,866.6269530999999,0.2399,0.7387,9.6,120.525,163.97799999999998,45.47,3.03,10.48,173.29,394.05,54.25,206.75,470.14,44.18,168.36,382.84,4.137000083999999,1.3,199.128,8.27,5.0,32.77777778,0.702
74,Peru,PER,0.037481441000000004,949670.0,1589.0,35595.0,46.0,28802.0,48.19,1079.56,1.4,1.58,630521.0,6525.0,19.123,0.201,146.2468133,0.831774082,25.25449584,66.35202530000001,8.39050092,1.737411465,91.12787097,50.35065162,74.34295659,42.7647232,12.6,69.2,76.516,4.44640778,132.9009857,681.2345581000001,2.450374213,2.213,6.6,84.815,146.37,63.35,3.16,14.9,210.69,431.57,36.41,121.08,248.01,28.19,93.75,192.03,3.026000023,1.6,85.755,5.95,4.8,9.9,0.75
